,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
POU4F2,4.852922,-0.037689675,-0.046165526,1.8373284,5.368919,-0.035761356,7.6000657,-0.0049255365,3.4095411,-0.039098628,4.8688803,4.0654416,-0.070508964,1.9788897,-0.06840552,-0.08116792
RARG,4.8499756,-0.03773758,-0.046196498,1.8382615,5.3731995,-0.03581133,7.6028256,-0.004909861,3.4147031,-0.039164413,4.8699427,4.0624595,-0.07060916,1.9845226,-0.06839091,-0.08118962
GLMP,4.8325906,-0.037481986,-0.04587395,1.8346226,5.344393,-0.035737243,7.572355,-0.0048987786,3.4085715,-0.039089713,4.8422203,4.0450587,-0.07046065,1.9772186,-0.06793593,-0.080924556
CUX1,4.849068,-0.037796836,-0.04639829,1.8355391,5.366083,-0.035755258,7.5984817,-0.004852764,3.4061353,-0.039123207,4.878972,4.0619736,-0.070602685,1.9889865,-0.0686026,-0.08120593
FST,4.8473125,-0.037795264,-0.04629659,1.8388338,5.3735065,-0.035752457,7.6014338,-0.004915519,3.410562,-0.039127916,4.876863,4.0650425,-0.07056336,1.9853905,-0.068513185,-0.081158616
TEAD3,4.8350863,-0.03778398,-0.046440754,1.8289089,5.350198,-0.035599407,7.586264,-0.0047776476,3.3947744,-0.038954664,4.874978,4.0521708,-0.07047244,1.9942034,-0.0686013,-0.08103835
GAS6,4.5609393,-0.03374262,-0.039530233,1.707128,5.67528,-0.038582426,7.494525,-0.0029889457,3.3996665,-0.03840726,4.623996,3.4184515,-0.06683288,2.122099,-0.062546484,-0.07422243
DPP4,4.8438745,-0.037718795,-0.046264738,1.8312576,5.3620195,-0.03570464,7.5963345,-0.0048494725,3.4036882,-0.03901292,4.871566,4.0579906,-0.0705059,1.9861313,-0.06845172,-0.081090696
GM22862,1.0289268,-0.0024593028,0.16390365,0.15378045,1.4626927,-0.007447075,1.812021,-0.0026061696,0.53708774,-0.0103760315,0.87360984,1.0472517,-0.009430342,0.60598284,-0.009733995,-0.017776046
CSRP2,4.857229,-0.037561536,-0.045818586,1.8420631,5.37633,-0.035913613,7.592823,-0.0050482433,3.4249656,-0.039243493,4.852652,4.065619,-0.070507765,1.963789,-0.06803345,-0.081158325
KEAP1,4.838223,-0.037779927,-0.046422128,1.830566,5.3579865,-0.035660964,7.588264,-0.0048339516,3.3953838,-0.039024778,4.8796887,4.0588017,-0.07048416,1.9875458,-0.06859742,-0.08105641
RNF14,4.83315,-0.03775525,-0.046460524,1.8292868,5.339469,-0.03557281,7.5791936,-0.0047567366,3.3897502,-0.03896502,4.871775,4.052613,-0.070468664,1.9922642,-0.0685958,-0.08104277
PHLDB2,4.8563857,-0.037707873,-0.046184707,1.8416266,5.363413,-0.035808176,7.5939517,-0.0049323714,3.4157481,-0.03920879,4.8662615,4.0652256,-0.07060764,1.9792002,-0.06838939,-0.081245475
KAT6B,4.967347,-0.038973603,-0.042757068,1.4359956,4.504187,-0.033873644,6.5541496,-0.009344803,3.1612084,-0.036859863,4.8585935,4.6708994,-0.05897237,1.2708057,-0.06984553,-0.07438892
PER1,4.840057,-0.03780008,-0.046454184,1.8356516,5.3574014,-0.03570891,7.591425,-0.0048328373,3.4020536,-0.039117984,4.8759503,4.057608,-0.070616975,1.9930981,-0.068598844,-0.08117391
KAT2B,4.822678,-0.03777204,-0.046538528,1.8254188,5.3302855,-0.03548498,7.570566,-0.0046847723,3.3818882,-0.03888613,4.870571,4.0436263,-0.07041146,1.9987855,-0.06863432,-0.08094498
BARD1,4.8365765,-0.03777971,-0.04644207,1.835095,5.353636,-0.035635315,7.5857434,-0.004822689,3.397454,-0.039064705,4.8766522,4.055968,-0.07053766,1.9934447,-0.06860229,-0.08109205
CRIP2,4.841846,-0.037711944,-0.04631991,1.832536,5.353715,-0.03568195,7.5866404,-0.004848611,3.400184,-0.039052334,4.8721766,4.0576634,-0.07051957,1.986064,-0.06848214,-0.081092186
IRF1,4.858855,-0.03762492,-0.046021413,1.8398807,5.3715167,-0.03585184,7.5966134,-0.0049697477,3.4191039,-0.03919325,4.8632793,4.06344,-0.070563406,1.974592,-0.06824382,-0.08118965
EDA2R,4.841783,-0.037697345,-0.046293743,1.8348609,5.3465796,-0.03570228,7.5793877,-0.004854017,3.4020863,-0.039114278,4.8665442,4.056759,-0.070544094,1.9843726,-0.06842975,-0.08111088
CHD4,1.5515403,-0.006576491,-0.002952362,0.9432343,2.3931775,-0.012741659,2.5886295,-0.0068214755,1.3618892,-0.019466354,1.6326988,1.6015122,-0.021768179,0.8564999,-0.016938481,-0.027171277
PATJ,4.8259015,-0.032272626,-0.04073804,1.848298,5.6110706,-0.03707774,7.3682194,-0.0022363663,3.2033083,-0.041150354,4.7934933,3.5766761,-0.06774875,2.1416366,-0.06518481,-0.07703018
ZMYM2,4.864753,-0.03767537,-0.046125397,1.8412503,5.3715234,-0.035859827,7.603179,-0.0049511106,3.422985,-0.039201975,4.8667254,4.0647874,-0.070658244,1.9803456,-0.068357795,-0.08131068
POLR3B,4.863616,-0.037745755,-0.04618137,1.8451557,5.383277,-0.03589878,7.609322,-0.0049864356,3.4238591,-0.03928648,4.875048,4.0718346,-0.070702195,1.979045,-0.0684193,-0.08133076
DNAJC10,4.8445873,-0.037736297,-0.046325073,1.834187,5.356689,-0.03570054,7.5869017,-0.004852351,3.3997204,-0.03909729,4.8739204,4.0613027,-0.07050518,1.9830875,-0.06851312,-0.08110893
BEND5,4.8399787,-0.037751246,-0.04643207,1.8320173,5.3533216,-0.03564321,7.5878963,-0.004810479,3.3933015,-0.039028518,4.878411,4.059205,-0.07050162,1.9881119,-0.06860977,-0.081093006
FAM129B,4.8339353,-0.037690952,-0.046359576,1.8330703,5.3294177,-0.03555654,7.5711217,-0.004756807,3.3926485,-0.03900395,4.860276,4.0494685,-0.0704733,1.9916005,-0.06847616,-0.08105758
SLC25A5,4.8611903,-0.037618976,-0.045937963,1.8459864,5.378542,-0.035934363,7.601339,-0.0050385594,3.427273,-0.039311152,4.858376,4.0681324,-0.07064496,1.9705575,-0.068137795,-0.081264116
DMRT1,4.857749,-0.03777543,-0.046267986,1.8421198,5.372456,-0.035814267,7.603811,-0.0049199862,3.4178858,-0.039199922,4.8732834,4.066283,-0.070652366,1.9847771,-0.068494774,-0.081287436
CTSL,4.8333697,-0.037681136,-0.046369713,1.8245779,5.3473344,-0.035612192,7.579034,-0.0048201215,3.389737,-0.038930275,4.8744736,4.051238,-0.07042052,1.9878708,-0.06851376,-0.080970235
LAMB2,4.8450627,-0.037733946,-0.04635432,1.834158,5.353705,-0.03571029,7.590493,-0.0048539937,3.404664,-0.03911084,4.8675003,4.0628495,-0.07058662,1.9850086,-0.068527155,-0.08115888
AKR1B8,4.800339,-0.03776222,-0.046432097,1.8219491,5.3131175,-0.03539411,7.552116,-0.0046130596,3.3780096,-0.038813513,4.857603,4.0335464,-0.07033862,2.0035174,-0.068436,-0.08071874
DDX20,4.861185,-0.037680205,-0.046177056,1.8408476,5.372085,-0.035868052,7.6035028,-0.004973721,3.4162238,-0.039216433,4.870413,4.0699134,-0.07063732,1.9776447,-0.068411775,-0.08129971
EED,4.0139446,-0.029292604,-0.033902626,1.4771535,4.7964478,-0.03074408,6.380178,-0.005858284,2.84604,-0.033135094,4.1186414,3.430024,-0.057086367,1.5685405,-0.05355892,-0.06583539
PITX2,4.8429337,-0.03774644,-0.046411213,1.8321166,5.354904,-0.035640158,7.593507,-0.004822525,3.4006455,-0.03898762,4.875597,4.0555387,-0.07054894,1.9941328,-0.06859283,-0.08114073
POLR2E,4.833417,-0.037790474,-0.04655012,1.829067,5.3438373,-0.035563927,7.5832872,-0.0047555417,3.3872986,-0.038956866,4.8781137,4.0541067,-0.070480116,1.9951804,-0.068705186,-0.08107066
ADAM19,4.8541155,-0.03778367,-0.04630335,1.840993,5.372758,-0.03580088,7.6050687,-0.0049107764,3.4137537,-0.039186794,4.8769197,4.0683913,-0.070651405,1.9841925,-0.068514824,-0.081260584
KLF13,4.8564863,-0.037759654,-0.046332352,1.839839,5.3666134,-0.035771903,7.5997105,-0.0049115694,3.4107845,-0.039177645,4.876867,4.067238,-0.07063588,1.9854848,-0.06855116,-0.08128289
GTF2A1L,4.8207517,-0.03780606,-0.04659274,1.8253086,5.327972,-0.035467,7.5716124,-0.004672376,3.380925,-0.03888932,4.8703713,4.043548,-0.07043608,2.0027745,-0.06867107,-0.080973215
KLF8,4.835043,-0.037779856,-0.046430998,1.8342209,5.3498325,-0.035651322,7.582233,-0.0048290966,3.3987079,-0.03908172,4.8731637,4.054824,-0.07055399,1.9927926,-0.06856058,-0.0810931
IRF3,4.832732,-0.037674986,-0.046179216,1.8281639,5.3482466,-0.035651077,7.5799317,-0.0048765605,3.4014506,-0.038973637,4.8621483,4.0530033,-0.07043115,1.9827274,-0.06829043,-0.08095022
ECT2,4.8567305,-0.03753206,-0.04585488,1.8373587,5.3746724,-0.035869237,7.592396,-0.005019695,3.4204383,-0.039171048,4.8580136,4.0596824,-0.07049107,1.9701945,-0.06807515,-0.081089646
ZDHHC16,4.5937486,-0.03912513,-0.044769533,1.7040157,5.4410515,-0.037442632,7.7230954,-0.0057636593,3.6228237,-0.0366113,4.691435,3.9081726,-0.06968064,1.9557844,-0.06557867,-0.07844646
RAD54B,4.837292,-0.037696052,-0.046282668,1.8308623,5.3520927,-0.035650447,7.5808525,-0.004846938,3.3940573,-0.039028414,4.871575,4.0581875,-0.07041954,1.9812635,-0.06845082,-0.0809955
ABT1,4.8286257,-0.037748344,-0.046489313,1.8252817,5.347237,-0.035564527,7.578562,-0.0047812597,3.382086,-0.03892664,4.8803473,4.0534267,-0.070384294,1.9897381,-0.06864696,-0.08094685
AGAP3,4.815388,-0.0377732,-0.046593856,1.8190058,5.326411,-0.03540865,7.565031,-0.0046454296,3.3719473,-0.038767293,4.87341,4.038976,-0.070295826,1.9990983,-0.06868405,-0.08082585
COIL,4.857086,-0.037652873,-0.04605346,1.8399419,5.3737173,-0.03587822,7.59902,-0.004986897,3.4194472,-0.039226737,4.8649817,4.066411,-0.07060698,1.9740992,-0.0682514,-0.081213444
GM15181,0.78684795,-0.0025048216,0.20514935,0.5506319,1.6135002,-0.0074153924,1.6521027,-0.0050681345,0.6539182,-0.014848301,1.1622584,1.2190857,-0.011739062,0.6452263,-0.0089270305,-0.015419672
GM26092,0.95276177,-0.0039541405,-0.00028863893,0.42714372,1.7050983,-0.008976264,1.8718834,-0.0040248674,0.6698191,-0.014221402,1.2963203,1.2837646,-0.0129865715,0.5852857,-0.01112818,-0.017424168
DDX54,4.84981,-0.03769501,-0.046188194,1.8354385,5.360457,-0.03576075,7.5933833,-0.004893399,3.4094408,-0.03913563,4.8698697,4.0645604,-0.07057203,1.980983,-0.06838474,-0.08115712
SIRT1,4.8411155,-0.03772512,-0.046353,1.8340384,5.350801,-0.035670374,7.585294,-0.0048346585,3.3961298,-0.039078977,4.872659,4.0613213,-0.07051229,1.9836681,-0.068514936,-0.081105314
MSX2,4.866267,-0.037724756,-0.046073183,1.8442426,5.3839135,-0.03590529,7.615513,-0.0049950904,3.4335723,-0.0392152,4.8665085,4.067546,-0.070709325,1.9817467,-0.06831536,-0.08134608
TSG101,4.835531,-0.03771872,-0.046374414,1.8312193,5.3438854,-0.03561127,7.5768514,-0.004803405,3.3921165,-0.03902316,4.8707047,4.0543814,-0.07045417,1.9875281,-0.06852337,-0.08102966
AF357399,1.0707064,-0.004729489,-0.0011755064,0.46973315,1.6649337,-0.0084773535,2.0540392,-0.0043274066,0.60497457,-0.014967782,1.4696951,1.4277251,-0.014583269,0.5595187,-0.010949263,-0.016250947
ZFYVE21,4.377314,-0.035997014,-0.0486348,1.6476467,5.3182983,-0.03272639,6.945473,-0.008714002,2.9476318,-0.037317045,4.684816,3.684118,-0.06427782,2.174567,-0.07134924,-0.0779062
ANP32A,4.8483424,-0.037713844,-0.046347268,1.8339503,5.3603354,-0.03571139,7.594921,-0.004852704,3.4038563,-0.039061148,4.875764,4.0580935,-0.07057348,1.9898516,-0.06854739,-0.081174076
SLC26A10,4.810599,-0.03771956,-0.046522856,1.8140107,5.32733,-0.03537498,7.555118,-0.0046713417,3.364507,-0.038701307,4.8746495,4.036588,-0.07013181,1.9922628,-0.068634205,-0.08066592
LY6G6E,4.8552876,-0.037704814,-0.046140894,1.8427938,5.368512,-0.03584728,7.5993395,-0.0049746493,3.418267,-0.03926187,4.8684106,4.071744,-0.07066411,1.9765685,-0.06833668,-0.081263244
SRI,4.7940526,-0.03244916,-0.041286524,1.8311839,5.5730534,-0.03671845,7.344897,-0.0019851667,3.1677942,-0.040778976,4.8052845,3.5604818,-0.067564964,2.160343,-0.065629214,-0.07678954
KDM3A,4.8641896,-0.037656393,-0.046027683,1.8423704,5.378191,-0.035896078,7.6024218,-0.0050062835,3.422185,-0.03924899,4.8674374,4.071066,-0.0705979,1.9707574,-0.06827523,-0.08125
ZFP446,4.8420906,-0.037824184,-0.046506207,1.8361559,5.3704534,-0.035669368,7.6019363,-0.004855754,3.4026775,-0.039055504,4.8890014,4.0603023,-0.07061421,1.9976797,-0.06870728,-0.0811588
NCOA3,4.621045,-0.039031923,-0.044530332,1.7180002,5.472757,-0.037629988,7.741363,-0.0059457263,3.6364763,-0.03687437,4.6975183,3.9296813,-0.06982143,1.9384128,-0.06543953,-0.07864307
ATF5,4.854416,-0.037683778,-0.046117026,1.8403174,5.370519,-0.03582754,7.594611,-0.0049862615,3.418145,-0.039179683,4.8698554,4.0639315,-0.07058073,1.9778596,-0.06832926,-0.08115537
PSIP1,4.858504,-0.03759906,-0.046027698,1.8432183,5.3600454,-0.03581706,7.594027,-0.0049664383,3.416924,-0.039200623,4.8558564,4.0659914,-0.07057793,1.9733812,-0.06823422,-0.08125118
NFATC3,4.849047,-0.03766079,-0.046189517,1.8362947,5.358053,-0.035757765,7.588907,-0.0049008452,3.4081335,-0.039129816,4.8653502,4.059402,-0.070553094,1.981447,-0.068366125,-0.08115715
GLI1,4.853838,-0.037620183,-0.04603991,1.8298686,5.3811626,-0.03588297,7.595753,-0.0050157015,3.4175391,-0.039133165,4.874904,4.0600834,-0.070539504,1.9768277,-0.06825418,-0.08106814
MAPK8,4.61297,-0.0340381,-0.040397752,1.7111645,5.2440147,-0.03517845,7.1789584,-0.0055898107,3.3153467,-0.03727698,4.507341,3.8188808,-0.06584593,1.7679867,-0.06205486,-0.07663696
NR5A2,4.8613477,-0.037673935,-0.046072498,1.8423312,5.3775887,-0.03589225,7.6091,-0.004986942,3.4236567,-0.039228264,4.8658776,4.0692225,-0.07066689,1.977358,-0.068293214,-0.081297666
TENM4,4.838792,-0.03774625,-0.0464163,1.8307427,5.345055,-0.035599675,7.5864563,-0.004753742,3.3952954,-0.03896496,4.8700905,4.051663,-0.070497446,1.9940444,-0.068577595,-0.08109478
